,Stock,A,B,C,D,J,K,M,N,P,Q,W,X,Y,Z,
246,APC,0,0.027218291,0.00247439,0.423566091,0.00742317,0.027218291,0,0.194140644,0.039590241,0.256099372,0,0,0.00989756,0.01237195,1
247,APD,0,0.017190657,0.000708893,0.530252011,0.014886754,0.171410343,0,0.082231595,0.067578776,0.065409563,0.004962251,0.001417786,0.012051182,0.031900188,1
248,APEI,0,0,0,0.057110223,0,0.028555111,0,0,0.228440891,0.456881782,0,0,0.028555111,0.200456882,1
249,APH,0,0.128205128,0,0.538461538,0,0,0,0.153846154,0.102564103,0.076923077,0,0,0,0,1
250,APL,0,0,0,0.142857143,0,0,0,0.857142857,0,0,0,0,0,0,1
251,APO,0,0.066739473,0.006067225,0.538890911,0.006067225,0.297294018,0,0.036403349,0.018201675,0,0,0.006067225,0.018201675,0.006067225,1
252,APOG,0,0.036737693,0,0.522409993,0,0,0,0,0.091844232,0.036737693,0,0,0,0.312270389,1
253,APOL,0,0.012255465,0,0.53254592,0.046325658,0.185363911,0,0,0.038298329,0.119628659,0,0,0.003063866,0.062518192,1
254,APP,0,0,0,0.782016349,0,0,0,0,0,0.015570261,0,0,0,0.20241339,1
255,APRI,0,0,0,0.854110452,0,0.010793308,0,0,0,0.050368771,0,0,0.003597769,0.0811297,1
256,APT,0.111111111,0,0,0.777777778,0,0,0,0,0,0.111111111,0,0,0,0,1
257,APTS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
258,APU,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
259,ARAY,0,0,0,0.625,0,0.041666667,0,0,0,0.208333333,0,0,0,0.125,1
260,ARB,0,0,0,0.153846154,0.038461538,0.038461538,0,0.230769231,0.038461538,0,0,0,0,0.5,1
261,ARC,0,0,0,0.220309974,0,0.003169472,0,0.722639536,0.03803366,0,0,0,0,0.015847358,1
262,ARCC,0.001675322,0.003350645,0.001675322,0.736555537,0.003350645,0.03350645,0,0,0.055285642,0.118947897,0,0,0.01340258,0.032249958,1
263,ARCO,0,0.137931034,0,0.655172414,0,0.034482759,0,0.034482759,0,0.034482759,0,0.034482759,0,0.068965517,1
264,ARCP,0,0.034530387,0,0.45441989,0,0.082872928,0,0,0.096685083,0.200276243,0,0,0.013812155,0.117403315,1
265,ARDC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
266,ARE,0,0.108108108,0,0.27027027,0,0,0,0.459459459,0,0.108108108,0,0,0.027027027,0.027027027,1
267,AREX,0,0.044950554,0,0.475576865,0,0.014983518,0,0,0.134851663,0.209769254,0,0,0.014983518,0.104884627,1
268,ARG,0,0.047904192,0,0.359281437,0.047904192,0.143712575,0,0.047904192,0.233532934,0.095808383,0,0,0,0.023952096,1
269,ARI,0,0,0,0.24137931,0,0.137931034,0,0.24137931,0.137931034,0.206896552,0,0,0,0.034482759,1
270,ARIA,0,0.012002497,0,0.671131595,0.045609487,0.028805992,0,0,0.064813481,0.081616976,0,0,0.016803495,0.079216477,1
271,ARII,0,0,0,0.765696784,0,0.030627871,0,0,0.091883614,0.081163859,0,0,0.030627871,0,1
272,ARK,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
273,ARKR,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,1
274,ARLP,0,0,0,0.8,0,0,0,0,0.2,0,0,0,0,0,1
275,ARMH,0,0.032089568,0,0.562608678,0.013745799,0.033690953,0,0,0.10481859,0.098509268,0.00412374,0.00137458,0.008247479,0.140791346,1
276,ARNA,0,0.025380711,0,0.81319797,0.002307337,0.04822335,0,0,0.002445778,0.078449469,0,0,0,0.029995385,1
277,ARO,0,0,0.0059988,0.305938812,0.0059988,0.0059988,0,0.341631674,0.178464307,0.131973605,0.0059988,0,0,0.017996401,1
278,AROW,0,0,0,0.9,0,0,0,0,0,0,0,0,0.1,0,1
279,ARP,0,0,0,0.857142857,0,0,0,0,0.142857143,0,0,0,0,0,1
280,ARQL,0,0.004141987,0,0.919024148,0.020585677,0.001380662,0,0,0.01206699,0.024851924,0,0,0.0110453,0.006903312,1
281,ARR,0,0.019283962,0.001205248,0.547092039,0.015933374,0.062672878,0,0.230208327,0.022297081,0.049017422,0.000602624,0.001807871,0.012516497,0.037362677,1
282,ARRS,0,0,0,0.452830189,0.037735849,0.150943396,0,0,0.018867925,0.245283019,0,0,0,0.094339623,1
283,ARRY,0,0,0,0.55100682,0.003598999,0.044267694,0,0,0.142070504,0.232063486,0,0,0.003598999,0.023393497,1
284,ARSD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
285,ARU,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
286,ARUN,0,0.01327096,0,0.48482134,0.01327096,0.079625759,0,0,0.039812879,0.269665904,0.00995322,0,0,0.089578979,1
287,ARW,0,0.051948052,0,0.519480519,0.038961039,0,0,0.272727273,0.051948052,0.038961039,0,0,0.012987013,0.012987013,1
288,ARX,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
289,ASA,0,0,0,0.25,0,0,0,0.35,0.35,0.05,0,0,0,0,1
290,ASBC,0,0,0,0.584780236,0.024804048,0.039686477,0,0,0.089294573,0.048119853,0,0,0.039686477,0.173628336,1
291,ASCMA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
292,ASEA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
293,ASFI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
294,ASGN,0,0,0,0.558659218,0,0.095504123,0,0,0.05320564,0.10641128,0,0,0,0.186219739,1
295,ASH,0,0.04964041,0.010896675,0.552098215,0.009685934,0.00726445,0,0.194287721,0.021793351,0.078056517,0.003632225,0,0.018161126,0.054483377,1
296,ASI,0,0,0,0.666666667,0,0,0,0,0,0.333333333,0,0,0,0,1
297,ASIA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
298,ASMI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
299,ASML,0,0.049417168,0.005813784,0.270340978,0.008720677,0.081392983,0,0,0.296125113,0.209267172,0.011627569,0,0.026598064,0.040696491,1
300,ASNA,0,0.06674732,0,0.187726837,0.05006049,0.058403905,0,0,0.03337366,0.415960953,0,0.008343415,0.004171707,0.175211714,1
301,ASP,0,0,0,0.908675799,0,0,0,0.091324201,0,0,0,0,0,0,1
302,ASR,0,0.036697248,0,0.559633028,0,0.073394495,0,0.220183486,0.110091743,0,0,0,0,0,1
303,ASTE,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
304,ASTM,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
305,ASTX,0,0,0,0.438151693,0,0.249964291,0,0,0.021425511,0.247607485,0,0,0.035709184,0.007141837,1
306,ASUR,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
307,AT,0,0.008114541,0.005409694,0.509611223,0.003606463,0.066719561,0,0.197967758,0.005409694,0.122917268,0.003606463,0.014425851,0.003606463,0.05860502,1
308,ATAX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
309,ATE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
310,ATEC,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
311,ATHN,0,0,0,0.227272727,0,0.363636364,0,0,0.090909091,0.272727273,0,0,0.045454545,0,1
312,ATHX,0,0,0,0.792785879,0.007674597,0.071373753,0,0,0.061396777,0.043745203,0,0,0.007674597,0.015349194,1
313,ATI,0,0.003069462,0.001534731,0.881702937,0.013812579,0.004604193,0,0.00787317,0.041115442,0.034024985,0,0,0,0.0122625,1
314,ATK,0,0.114744693,0,0.17211704,0,0.057372347,0,0.403327596,0.17211704,0.080321285,0,0,0,0,1
315,ATLS,0,0,0,0.542133176,0,0,0,0.058927519,0,0.222156747,0,0,0.058927519,0.117855038,1
316,ATMI,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
317,ATML,0.00136394,0,0,0.683429491,0.031370623,0.028506349,0,0,0.046373965,0.168037427,0.00136394,0,0.00136394,0.038190324,1
318,ATMP,0,0,0,0.642857143,0,0,0,0,0.357142857,0,0,0,0,0,1
319,ATNI,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0.333333333,1
320,ATO,0,0,0,0.576131687,0,0,0,0.24005487,0.160951075,0.022862369,0,0,0,0,1
321,ATOS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
322,ATR,0,0,0,0.215686275,0,0,0,0.588235294,0.196078431,0,0,0,0,0,1
323,ATRC,0,0.25,0,0.25,0,0,0,0,0,0.25,0,0,0.25,0,1
324,ATRO,0,0,0,0.960264901,0.013245033,0,0,0,0,0.026490066,0,0,0,0,1
325,ATRS,0,0,0,0.977116705,0,0.018903592,0,0,0.001591881,0.001989852,0,0,0,0.00039797,1
326,ATSG,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
327,ATU,0,0.031476998,0,0.830508475,0,0.002421308,0,0.104116223,0.004842615,0.021791768,0,0.002421308,0,0.002421308,1
328,ATVI,0.002259121,0,0,0.492126963,0.045182424,0.047012312,0,0,0.083587484,0.180729696,0.004518242,0,0.020332091,0.124251666,1
329,ATW,0,0.42897293,0,0.368867413,0.01479217,0.009861447,0,0.08875302,0.034515063,0.04437651,0,0,0,0.009861447,1
330,AU,0,0.084359497,0,0.2396817,0.081287301,0.049381783,0,0.267633653,0.126085971,0.081060663,0.002518194,0.002518194,0,0.065473043,1
331,AUDC,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,1
332,AUMN,0,0,0,0.538461538,0,0,0,0,0.019230769,0.423076923,0,0,0.019230769,0,1
333,AUO,0,0.007032349,0,0.583684951,0.021097046,0.007032349,0,0.014064698,0.139943741,0.023206751,0,0.168776371,0.007032349,0.028129395,1
334,AUQ,0,0.043338986,0.011305822,0.467684191,0.009421519,0.036743923,0,0.103636706,0.048991897,0.056529112,0.003768607,0.001884304,0.009421519,0.207273412,1
335,AUXL,0,0.028571429,0,0.685714286,0,0.114285714,0,0,0,0.171428571,0,0,0,0,1
336,AUY,0,0.003275232,0,0.516466357,0.014093082,0.057161541,0,0.044748354,0.061569857,0.149206278,0,0.023112654,0.004233562,0.126133084,1
337,AV,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
338,AVA,0,0.071428571,0,0,0,0,0,0.571428571,0,0.357142857,0,0,0,0,1
339,AVAV,0,0.015384615,0.030769231,0.676923077,0,0.092307692,0,0,0.030769231,0.092307692,0,0,0.015384615,0.046153846,1
340,AVB,0,0.047058824,0,0.4,0.035294118,0.011764706,0,0.2,0.211764706,0.070588235,0,0,0,0.023529412,1
341,AVD,0,0.20913884,0,0.307557118,0,0.087873462,0,0.087873462,0.175746924,0.087873462,0,0,0,0.043936731,1
342,AVEO,0,0,0,0.86879733,0.007701194,0.015402387,0,0,0.026517777,0.073880118,0,0,0.005134129,0.002567065,1
343,AVG,0,0,0,0.297005698,0,0.084858771,0,0.25506122,0.084858771,0.229724815,0,0,0,0.048490726,1
344,AVGO,0,0,0,0.573708804,0.037216226,0.062027044,0,0,0.105445974,0.130298143,0,0,0.002067568,0.08923624,1
345,AVID,0,0,0,0,0,0,0,0,0,0.857142857,0,0,0,0.142857143,1
346,AVIV,0,0,0,0.947368421,0,0,0,0.052631579,0,0,0,0,0,0,1
347,AVK,0,0,0,0.714285714,0,0,0,0.285714286,0,0,0,0,0,0,1
348,AVL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
349,AVNR,0,0,0,0.635392169,0.061888848,0.033708792,0,0,0.049511078,0.211247267,0,0,0.004125923,0.004125923,1
350,AVNW,0,0,0.027578599,0.496414782,0,0.027578599,0,0,0,0.44842802,0,0,0,0,1
351,AVP,0,0.013371844,0,0.890484596,0.005348738,0,0,0.023935601,0.016046213,0.010697475,0.002674369,0.02406932,0.005348738,0.008023107,1
352,AVT,0,0.041958629,0,0.682331221,0.004195863,0.054546217,0,0.03885369,0.033566903,0.078672429,0.008391726,0,0.004195863,0.053287459,1
353,AVX,0,0,0,0.21141649,0.052854123,0.052854123,0,0.052854123,0.122621564,0.052854123,0,0,0.122621564,0.33192389,1
354,AVY,0,0,0.039984006,0.680127949,0,0.039984006,0,0.119952019,0,0.079968013,0.039984006,0,0,0,1
355,AWAY,0,0.040093552,0,0.566254594,0.013364517,0.066221183,0,0,0.040093552,0.253925827,0,0,0.006682259,0.013364517,1
356,AWC,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
357,AWF,0,0,0,0.291752703,0.012146241,0,0,0.671808575,0,0.024292481,0,0,0,0,1
358,AWH,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
359,AWI,0,0,0,0.266666667,0,0.066666667,0,0.266666667,0.2,0.133333333,0,0,0,0.066666667,1
360,AWK,0,0.078158306,0,0.444081285,0,0.063947705,0,0.23618019,0.056842404,0.071053006,0,0,0.014210601,0.035526503,1
361,AWP,0,0,0,0.777777778,0,0,0,0.222222222,0,0,0,0,0,0,1
362,AWR,0,0.166666667,0,0.5,0,0,0,0.166666667,0.166666667,0,0,0,0,0,1
363,AWRE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
364,AXAS,0,0,0,0.421348315,0,0.005617978,0,0,0.084269663,0.45505618,0,0,0,0.033707865,1
365,AXDX,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
366,AXE,0,0,0,0.432835821,0,0.014925373,0,0.089552239,0.253731343,0.208955224,0,0,0,0,1
367,AXFN,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
368,AXL,0,0,0,0.482122892,0.009515427,0.056307539,0,0.221305041,0.023788567,0.171277684,0.002378857,0,0.004757713,0.028546281,1
369,AXLL,0,0.055945479,0,0.554368833,0,0.041043637,0,0.040687621,0.061031431,0.175719662,0.005085953,0,0.005085953,0.061031431,1
370,AXP,0,0.01329189,0,0.19804916,0.012269437,0.058504765,0,0.370741483,0.067481903,0.177886385,0.005112265,0,0.017944051,0.078718662,1
371,AXS,0,0,0,0.527382083,0.006331117,0.069642292,0,0.05064894,0.218486863,0.083190883,0,0,0,0.044317822,1
372,AXTI,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0.25,1
373,AXU,0.066666667,0,0.011111111,0.611111111,0,0.011111111,0,0,0.022222222,0.1,0,0,0,0.177777778,1
374,AYI,0,0,0,0.696969697,0,0,0,0.212121212,0,0.060606061,0,0,0,0.03030303,1
375,AYR,0,0.040096231,0,0.462710505,0,0.120288693,0,0.280673617,0.040096231,0.056134723,0,0,0,0,1
376,AZC,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
377,AZN,0,0.013106847,0,0.264994233,0.047184649,0.113426654,0,0.250052427,0.101211073,0.102547971,0.002621369,0.005242739,0.010485478,0.08912656,1
378,AZO,0,0.017857143,0,0.678571429,0,0.035714286,0,0.089285714,0.053571429,0.017857143,0,0,0,0.107142857,1
379,AZPN,0,0.028977108,0,0.260793973,0.028977108,0.14488554,0,0,0,0.507389163,0,0,0,0.028977108,1
380,AZZ,0,0,0,0.869565217,0,0,0,0.130434783,0,0,0,0,0,0,1
381,B,0,0,0,0.375,0,0,0,0.375,0.125,0.125,0,0,0,0,1
382,BA,0,0.025312408,0.01332232,0.468519357,0.007993392,0.033492313,0,0.151727905,0.063947137,0.193053742,0.005328928,0,0.002664464,0.034638033,1
383,BAA,0,0.002367424,0,0.824810606,0.023674242,0.137310606,0,0,0,0,0,0,0,0.011837121,1
384,BAB,0,0,0,0.80952381,0,0,0,0,0.095238095,0.095238095,0,0,0,0,1
385,BABY,0,0.333333333,0,0.333333333,0,0,0,0,0,0,0,0,0,0.333333333,1
386,BABZ,0,0,0,0.666666667,0,0,0,0,0.333333333,0,0,0,0,0,1
387,BAC,0,0.049231152,0.003367293,0.486453862,0.027532685,0.067451788,0,0.138048976,0.058559372,0.096593405,0.006166854,0.002640613,0.021138002,0.042815998,1
388,BAH,0,0,0,0.666666667,0,0,0,0.166666667,0.166666667,0,0,0,0,0,1
389,BAK,0,0,0,0.058823529,0,0,0,0.941176471,0,0,0,0,0,0,1
390,BALT,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
391,BAM,0,0.205541396,0,0.34448738,0.032886623,0.032886623,0,0.088218367,0.147989805,0.049329935,0,0,0.032886623,0.065773247,1
392,BANC,0,0,0,0.9,0,0,0,0,0,0.1,0,0,0,0,1
393,BANF,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
394,BANR,0,0.04929751,0.012324378,0.48237614,0.012324378,0.061621888,0,0,0.147892531,0.172541287,0,0,0,0.061621888,1
395,BAP,0,0.366666667,0,0.166666667,0,0,0,0.433333333,0,0.033333333,0,0,0,0,1
396,BAS,0,0.094764274,0,0.383795309,0,0.260838664,0,0.047382137,0.071073205,0.071073205,0,0,0,0.071073205,1
397,BAX,0,0.031822039,0,0.764562371,0.016668687,0.049202934,0,0.021214693,0.016668687,0.060461874,0.00303067,0,0.004546006,0.031822039,1
398,BBBY,0,0.034144367,0,0.474227326,0.017704487,0.125765087,0,0,0.074801457,0.15908746,0.001264606,0,0.011381456,0.101623754,1
399,BBCN,0,0.014275517,0,0.385438972,0,0.314775161,0,0,0.099928622,0.17130621,0,0,0,0.014275517,1
400,BBD,0,0.029658285,0.000322373,0.783336557,0.004190845,0.028803997,0,0.038597679,0.008217279,0.040586718,0.000322373,0.003868472,0.004513217,0.057582205,1
401,BBEP,0,0.032923617,0,0.890254609,0,0,0,0,0,0.054872695,0,0,0,0.021949078,1
402,BBG,0,0.028818932,0,0.088152028,0.011866619,0.217498178,0,0.110037465,0.053348929,0.100374646,0.001695231,0,0.008476157,0.379731814,1
403,BBH,0,0,0.006372268,0.320716243,0,0.04613522,0,0,0.375071688,0.238960046,0,0,0.006372268,0.006372268,1
404,BBL,0,0.069356615,0,0.195789645,0.036718208,0.036718208,0,0.282363021,0.142793032,0.09754804,0.012239403,0.020399005,0.028558606,0.077516217,1
405,BBN,0,0,0,0.549041714,0,0,0,0.450958286,0,0,0,0,0,0,1
406,BBRG,0,0.25,0,0.125,0,0,0,0,0,0.625,0,0,0,0,1
407,BBRY,0.001485399,0.005092795,0.001697598,0.666154558,0.008275792,0.058569264,0,0,0.048466432,0.141893756,0.0004244,0.0004244,0.019781264,0.047734343,1
408,BBSI,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.5,1
409,BBT,0,0.064520754,0,0.338423304,0.059741439,0.031065548,0,0.181613975,0.123903745,0.138600139,0.004779315,0.004779315,0.007168973,0.045403494,1
410,BBVA,0,0.027321755,0,0.394169775,0.047516096,0.046328194,0,0.181749067,0.137796679,0.068898339,0,0,0.008315317,0.087904778,1
411,BBX,0,0,0,0.41322314,0,0.059031877,0,0.236127509,0.232585596,0.059031877,0,0,0,0,1
412,BBY,0,0.010409585,0.010084285,0.586053108,0.011710783,0.074220338,0,0.125764047,0.058586443,0.051189132,0.024277103,0.010409585,0.001626498,0.035669092,1
413,BC,0,0.028818444,0,0.250720461,0,0.028818444,0,0.259365994,0.23054755,0.057636888,0.028818444,0,0,0.115273775,1
414,BCA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
415,BCC,0,0.035285815,0,0.34932957,0,0,0,0.403669725,0.052928723,0.088214538,0,0,0,0.07057163,1
416,BCE,0,0.096432015,0.006888001,0.517839923,0.06199201,0.027552004,0,0.075768012,0.020664003,0.055104009,0.034440006,0,0.034440006,0.068880011,1
417,BCEI,0,0,0,0.8,0,0,0,0.183333333,0,0.016666667,0,0,0,0,1
418,BCF,0,0,0,0.875369995,0,0.031157501,0,0.093472504,0,0,0,0,0,0,1
419,BCH,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
420,BCO,0,0.047619048,0,0.285714286,0,0.095238095,0,0.238095238,0.142857143,0.142857143,0,0,0,0.047619048,1
421,BCOR,0,0,0,0.205955335,0.099255583,0,0,0,0,0.64516129,0,0,0,0.049627792,1
422,BCOV,0,0.434431198,0,0.161648818,0.070721358,0.151545767,0,0,0.101030511,0.060416246,0.010103051,0.010103051,0,0,1
423,BCPC,0,0.099108028,0,0.099108028,0,0.099108028,0,0,0.099108028,0.504459861,0,0,0,0.099108028,1
424,BCR,0,0.021645022,0,0.415584416,0,0,0,0.303030303,0.108225108,0.043290043,0,0,0.108225108,0,1
425,BCRX,0,0,0,0.921144121,0,0,0,0,0.031447535,0.031605563,0,0,0,0.015802781,1
426,BCS,0,0.014730144,0.002946029,0.245256894,0.015584492,0.005892058,0,0.053146359,0.034910441,0.595127268,0.005892058,0,0.014730144,0.011784115,1
427,BCX,0,0,0,0.622829964,0,0.190249703,0,0.068014269,0.118906064,0,0,0,0,0,1
428,BDBD,0,0.453686273,0,0.044998582,0.005157431,0.054153021,0,0,0.070824415,0.311869826,0,0,0.001289358,0.058021094,1
429,BDC,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
430,BDCL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
431,BDCS,0,0,0,0.554565702,0,0,0,0,0,0.445434298,0,0,0,0,1
432,BDE,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
433,BDGE,0,0,0,0.75,0,0,0,0,0.0625,0.1875,0,0,0,0,1
434,BDJ,0,0,0,0,0,0.162601626,0,0.837398374,0,0,0,0,0,0,1
435,BDN,0,0,0,0.405467406,0.009558402,0.009558402,0,0.095584018,0.095584018,0.135729306,0,0,0,0.248518448,1
436,BDSI,0,0,0,0.647058824,0,0,0,0,0,0.235294118,0,0,0,0.117647059,1
437,BDX,0,0.057820179,0,0.354148598,0,0.086730269,0,0.18386817,0.172882336,0.057820179,0.02891009,0,0,0.057820179,1
438,BEAM,0,0.018047284,0,0.512723335,0,0,0,0.306803826,0.054141852,0.090236419,0,0,0.018047284,0,1
439,BEAT,0,0,0,0.144230769,0,0.855769231,0,0,0,0,0,0,0,0,1
440,BEAV,0,0.05404718,0,0.421599797,0.019075475,0.039549819,0,0,0.057226426,0.357633369,0,0,0.031792459,0.019075475,1
441,BEBE,0,0,0,0.598066525,0,0.024578076,0,0,0.11469769,0.205308864,0,0,0,0.057348845,1
442,BECN,0,0,0,0.703849951,0,0.098716683,0,0,0.049358342,0.049358342,0,0,0.049358342,0.049358342,1
443,BEE,0,0,0,0.790564374,0,0,0,0.066137566,0.055114638,0.077160494,0,0,0.011022928,0,1
444,BEN,0,0.028893383,0,0.462294135,0,0,0,0.08668015,0.248772031,0.144466917,0,0,0,0.028893383,1
445,BERY,0,0.010352324,0,0.46668277,0.006901549,0.018979261,0,0.421167052,0.034507747,0,0,0,0.031056972,0.010352324,1
446,BFAM,0,0.074074074,0,0.407407407,0.074074074,0,0,0.074074074,0.185185185,0.074074074,0,0,0.037037037,0.074074074,1
447,BFK,0,0,0,0.42293645,0,0,0,0.57706355,0,0,0,0,0,0,1
448,BFR,0,0,0,0.666666667,0,0,0,0.333333333,0,0,0,0,0,0,1
449,BFY,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
450,BFZ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
451,BG,0,0.070175439,0.052631579,0.368421053,0,0.01754386,0,0.263157895,0.052631579,0.140350877,0,0,0.035087719,0,1
452,BGC,0,0.042827312,0,0.569087112,0.027579686,0.003939955,0,0.183188212,0.045309483,0.063058981,0.00787991,0.001969978,0.027579686,0.027579686,1
453,BGCP,0,0,0,0.452285154,0.010316723,0.015475085,0,0,0.051583617,0.423914165,0,0,0,0.046425255,1
454,BGFV,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,1
455,BGG,0,0.1,0,0.628571429,0,0.014285714,0,0.071428571,0.071428571,0.085714286,0,0,0,0.028571429,1
456,BGH,0,0.125523013,0,0.292887029,0,0.041841004,0,0.334728033,0.079497908,0,0,0,0.083682008,0.041841004,1
457,BGMD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
458,BGR,0,0,0,0.133333333,0,0,0,0.8,0,0,0,0,0,0.066666667,1
459,BGS,0,0.026385224,0,0.182058047,0,0.171503958,0,0.250659631,0.158311346,0.171503958,0,0,0,0.039577836,1
460,BGT,0,0,0,0.97080292,0,0,0,0,0,0,0,0,0.02919708,0,1
461,BGY,0,0,0,0.090909091,0,0.181818182,0,0.696969697,0,0,0,0,0.03030303,0,1
462,BHD,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
463,BHE,0,0,0,0,0,0.076923077,0,0.846153846,0,0,0,0,0,0.076923077,1
464,BHI,0,0.055815309,0,0.502738545,0.020645349,0.070315631,0,0.179735982,0.049305952,0.058292751,0.002428865,0.004857729,0.010929891,0.044933996,1
465,BHK,0,0.142857143,0,0.285714286,0,0,0,0.428571429,0,0.142857143,0,0,0,0,1
466,BHL,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
467,BHLB,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
468,BHP,0,0.012482317,0,0.225950736,0.002080386,0.091495382,0,0.104997087,0.455146875,0.068652742,0.006241158,0.004160772,0.004160772,0.024631772,1
469,BHV,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
470,BHY,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
471,BIB,0,0,0,0.900545396,0,0,0,0,0.03208213,0.067372474,0,0,0,0,1
472,BID,0,0.089405454,0,0.178810907,0,0,0,0.552972731,0.044702727,0.089405454,0.022351363,0,0,0.022351363,1
473,BIDU,0,0.047377495,0,0.600304926,0.035622177,0.032914891,0,0,0.050761602,0.15476411,0,0,0.011042875,0.067211923,1
474,BIG,0,0,0,0.629057187,0,0.038639876,0,0.046367852,0.054095827,0.092735703,0,0.038639876,0.007727975,0.092735703,1
475,BIIB,0,0.025489011,0.002517433,0.575497822,0.018880749,0.017622033,0,0,0.069229414,0.183822974,0,0,0.009125695,0.097814868,1
476,BIK,0,0,0,0.827586207,0,0.068965517,0,0,0.103448276,0,0,0,0,0,1
477,BIL,0,0,0,0.315301391,0,0,0,0,0.684698609,0,0,0,0,0,1
478,BIN,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
479,BIO,0,0.057142857,0.114285714,0.314285714,0,0,0,0.228571429,0.171428571,0,0.057142857,0,0,0.057142857,1
480,BIOL,0,0,0,0.834737524,0.006480881,0.04536617,0,0,0.006480881,0.071289695,0,0,0.006480881,0.029163966,1
481,BIOS,0,0.006092917,0,0.829885758,0.012185834,0.024371668,0,0,0.069581112,0.054836253,0.003046458,0,0,0,1
482,BIP,0,0,0,0.375,0,0,0,0.125,0.25,0.25,0,0,0,0,1
483,BIS,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
484,BITA,0,0,0,0.80602537,0,0,0,0.052854123,0.141120507,0,0,0,0,0,1
485,BIV,0,0,0,0.322994652,0,0,0,0,0.520855615,0,0,0,0,0.156149733,1
486,BIZD,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
487,BJRI,0,0.2,0,0.45,0,0.05,0,0,0,0.25,0,0,0,0.05,1
488,BK,0,0.063286685,0.005865309,0.367461612,0.055133905,0.050441658,0,0.133412319,0.080542424,0.133588279,0.007038371,0.001173062,0.019942051,0.082114327,1
489,BKCC,0,0,0,0.625,0,0,0,0,0,0.375,0,0,0,0,1
490,BKD,0,0.009139306,0,0.749423081,0.006854479,0.004569653,0,0.115383737,0.059405488,0.020563438,0,0,0.015993785,0.018667032,1
491,BKE,0,0,0,0.338478501,0,0,0,0.33076075,0.110253583,0.110253583,0,0,0.110253583,0,1
492,BKF,0,0.039123631,0,0.078247261,0.234741784,0.156494523,0,0,0.217527387,0.117370892,0,0,0,0.156494523,1
493,BKH,0,0.019029496,0,0.570884872,0,0.257849667,0,0.13320647,0,0.019029496,0,0,0,0,1
494,BKK,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
495,BKLN,0,0,0,0.748137401,0,0,0,0,0.251862599,0,0,0,0,0,1
